_id,ground_state.globular_volume,ground_state.homo_lumo_gap,ground_state.dipole_moment,ground_state.solvation_energy,cation1.globular_volume,cation1.homo_lumo_gap,cation1.dipole_moment,cation1.solvation_energy,cation2.globular_volume,cation2.homo_lumo_gap,cation2.dipole_moment,cation2.solvation_energy
90EEIQ,,,,,165.232,8.130494206,0.8157008888066752,-1.7315939015206823,,4.142391422000003,0.8019001122334376,
90IFWY,,,,,86.088,14.768171008,2.297700069634851,-1.5232692191457318,,12.820923224000001,0.519488036435874,
90WKQN,,,,,165.112,8.589550524,1.1203050031129915,-1.83195474209424,,5.862696129999998,7.620213121035396,
90GAMV,,,,,107.288,9.792838631999999,3.875900041280735,-2.1662752542197268,,6.918226336,4.845000082559339,
90WHDR,,,,,173.008,8.360158422000001,2.3586093551073692,-1.9262580257054651,,4.501309788,3.3086061188965963,
90RWOR,,,,,129.264,10.006448122000002,2.0425000097919215,-1.933573402426191,,6.735365728000001,0.7509000332933806,
90EITP,,,,,112.632,9.952841664000001,3.689710976485827,-2.0715017576167156,,7.417555526000003,3.317704500102443,
90CCCE,,,,,126.136,11.91179035,1.2450000080321286,-2.0230844591724235,,5.640923220000001,1.1053211479022738,
90BITJ,,,,,196.272,8.258387786,1.7086000117054898,-1.8485816422034986,,4.515731829999998,1.9337350413125374,
90EODC,,,,,121.456,8.392267874,4.126444262315923,-2.0195304326425685,,4.028103542,5.213106047262035,
90AJLB,,,,,161.536,8.148997958,2.58257109292271,-1.9320908437184698,,3.4686371580000017,3.735300247637397,
